# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 14K of event 'cycles:u'
# Event count (approx.): 73640612235
#
#     Self  Shared Object         Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 IPC   [IPC Coverage]
# ........  ....................  .....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.00%  node-v137.node        [.] 0x00007cd5bc6e5cf0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6e5d02                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6e5e09                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6e5e47                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6e5f17                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6e719f                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f297a                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f2a3d                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f2ad5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f7823                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f7883                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f79e1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f79ea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f7a32                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f7f6a                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f7fcb                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f8077                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f80d7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f810b                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6f8242                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6fa074                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6ffb27                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6ffcef                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6ffe32                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6ffe73                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6ffeb1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6ffedb                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6fff40                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6fff70                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6fff8a                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6fffa7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6fffcc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6fffdb                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc6ffffe                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc700019                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc700028                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc700047                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc70004a                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc70006b                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc700077                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc7000aa                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc7001f8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc7002d8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc7002f1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc70030d                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc705310                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc70534f                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc7055a5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc70572d                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc705745                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc705764                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc70579e                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc7057bf                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc7057dd                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc705816                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc705838                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc7058ba                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc7058d5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc705907                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc705934                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc70594f                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc705984                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc7059b7                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
     0.00%  node-v137.node        [.] 0x00007cd5bc7059e8                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 -      -
